Res,layer_41,layer_40,layer_39,layer_38,layer_37,layer_36,layer_35,layer_34,layer_33,layer_32,layer_31,layer_30,layer_29,layer_28,layer_27,layer_26,layer_25,layer_24,layer_23,layer_22,layer_21,layer_20,layer_19,layer_18,layer_17,layer_16,layer_15,layer_14,layer_13,layer_12,layer_11,layer_10,layer_9,layer_8,layer_7,layer_6,layer_5,layer_4,layer_3,layer_2,layer_1
"Using Answer Using one word only :  ______ is the name of the energy source that powers the Arc Reactor.
 Answer: ",▁_,▁_,▁_,▁_,▁The,▁_,▁_,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""",▁_,"▁""",1,1,1,"▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Asgardian who guards the Bifrost.
 Answer: ",▁He,▁_,▁He,▁He,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel character who wears the symbiotic Venom suit.
 Answer: ",▁_,▁_,▁_,▁Car,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,1,1,"▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel superhero who leads the Guardians of the Galaxy.
 Answer: ",▁Star,▁_,▁_,▁Star,▁The,▁_,▁_,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,1,"▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the ruler of the Dark Dimension in Doctor Strange.
 Answer: ",▁D,▁_,▁D,▁D,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""",▁_,▁_,"▁""",1,"▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the superhero alias of Sam Wilson.
 Answer: ",▁The,▁_,▁_,▁The,▁The,▁_,▁_,▁The,▁The,▁The,▁_,▁_,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the superhero known for his vibranium claws.
 Answer: ",▁_,▁_,▁_,▁_,▁The,▁_,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the supervillain who becomes the Red Skull.
 Answer: ",▁_,▁_,▁_,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the superhero who uses a bow and arrow.
 Answer: ",▁_,▁_,▁_,▁_,▁The,▁_,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the scientist who becomes the Green Goblin.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""",▁_,▁_,1,1,"▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the alter ego of the Invisible Woman.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁The,▁The,▁_,▁The,▁_,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the villain who wields the Ebony Blade.
 Answer: ",▁The,▁_,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel superhero known as the Human Torch.
 Answer: ",▁_,▁_,▁_,▁The,▁The,▁The,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,1,1,"▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel superhero who is an android.
 Answer: ",▁_,▁_,▁_,▁The,▁The,▁_,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""",▁_,▁_,1,1,"▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the character who becomes Moon Knight.
 Answer: ",▁The,▁_,▁The,▁The,▁The,▁The,▁_,▁The,▁The,▁The,▁_,▁_,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the alien species that Captain Marvel fights against.
 Answer: ",▁_,▁_,▁The,▁Sk,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,1,1,"▁""",1,1,1,"▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the girlfriend of Tony Stark in the MCU.
 Answer: ",▁Pe,▁_,▁Pe,▁Pe,▁_,▁_,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the symbiote that merges with Eddie Brock.
 Answer: ",▁_,▁_,▁_,▁Car,▁The,▁The,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel villain who hunts mutants.
 Answer: ",▁_,▁_,▁_,▁_,▁The,▁_,▁_,▁The,▁The,▁The,▁The,▁_,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the celestial being who created the Infinity Stones.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,1,1,"▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel character who has a flaming skull.
 Answer: ",▁_,▁_,▁_,▁_,▁The,▁_,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,1,"▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the superhero who can turn invisible.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the best friend of Peter Parker.
 Answer: ",▁A,▁_,▁_,▁A,▁_,▁_,▁_,▁Spider,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the superhero team that includes Sue Storm and Reed Richards.
 Answer: ",▁The,▁_,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel superhero who wields a katana.
 Answer: ",▁_,▁_,▁_,▁_,▁The,▁_,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the real name of the character Luke Cage.
 Answer: ",▁Carl,▁_,▁_,▁The,▁The,▁_,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel superhero who has the alias Jessica Jones.
 Answer: ",▁The,▁_,▁The,▁The,▁The,▁_,▁_,▁The,▁The,▁The,▁The,▁_,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel villain known as ""The Destroyer.""
 Answer: ",▁The,▁_,▁_,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel character who becomes Silver Surfer.
 Answer: ",▁_,▁_,▁_,▁_,▁The,▁The,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""",▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel superhero who has retractable claws.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,1,1,"▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the villain who rules Latveria.
 Answer: ",▁Dr,▁_,▁Dr,▁Dr,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""",▁_,"▁""","▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the mutant ability of Charles Xavier.
 Answer: ",▁_,▁_,▁_,▁Tele,▁Tele,▁_,▁_,▁Tele,▁tele,▁The,▁The,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the alien species with shape-shifting powers.
 Answer: ",▁_,▁_,▁The,▁The,▁The,▁_,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,1,1,"▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel character who becomes Captain Britain.
 Answer: ",▁Brian,▁_,▁_,▁_,▁_,▁_,▁_,▁The,▁The,▁The,▁The,▁_,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel superhero with a magical hammer.
 Answer: ",▁Thor,▁_,▁Thor,▁Thor,▁Thor,▁_,▁_,▁The,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""","▁""","▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel character who can manipulate light energy.
 Answer: ",▁_,▁_,▁_,▁_,▁The,▁_,▁_,▁The,▁The,▁The,▁The,▁_,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,1,1,"▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  ______ is the Marvel superhero who leads the Fantastic Four.
 Answer: ",▁Re,▁_,▁_,▁The,▁The,▁_,▁_,▁The,▁The,▁The,▁The,▁_,▁The,▁The,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,"▁""",1,"▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ is the highest court in the United States.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁Supreme,▁Supreme,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,"▁""",1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The president is elected to serve a term of ________ years.
 Answer: ",▁The,▁four,4,4,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""","▁""",▁The,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ branch is responsible for making laws.
 Answer: ",▁Legisl,▁The,▁The,▁Legisl,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁Legisl,▁Legisl,▁Legisl,▁Legisl,▁Legisl,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ Amendment granted women the right to vote.
 Answer: ",▁Nin,1,1,1,1,▁Nin,▁Nin,▁Nin,▁Nin,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""",▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The first president of the United States was ________.
 Answer: ",▁George,▁George,▁George,▁George,▁George,▁George,▁George,▁George,▁George,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ branch is responsible for enforcing laws.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ branch interprets the laws and ensures they align with the Constitution.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁Jud,▁Supreme,▁Supreme,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ consists of two chambers: the Senate and the House of Representatives.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  A senator's term is ________ years long.
 Answer: ",▁A,▁A,6,6,6,▁The,▁The,▁The,▁The,▁The,▁A,▁A,▁A,▁A,▁Sen,▁A,▁A,▁A,▁A,▁A,▁A,"▁""",▁A,▁A,"▁""","▁""",▁A,"▁""",1,"▁""",1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The House of Representatives has ________ voting members.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ is the leader of the executive branch.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ Amendment abolished slavery in the United States.
 Answer: ",▁Th,1,▁Th,1,1,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The U.S. Constitution was signed in the year ________.
 Answer: ",1,1,1,1,1,1,1,1,1,▁The,▁The,1,1,1,▁,▁,▁,1,1,1,1,1,1,1,1,"▁""",▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ is the presiding officer of the House of Representatives.
 Answer: ",▁The,▁Spe,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁Spe,▁Spe,▁Spe,▁Spe,▁Spe,▁Spe,▁Spe,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The current voting age in the United States is ________ years old.
 Answer: ",▁The,▁The,1,1,1,1,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁,▁,▁The,▁The,▁The,▁The,▁The,"▁""",1,"▁""","▁""","▁""",▁The,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ Amendment protects freedom of speech and religion.
 Answer: ",▁The,▁The,▁First,▁First,▁First,▁First,▁First,▁First,▁First,▁First,▁First,▁First,▁First,▁First,▁First,▁First,▁First,▁First,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""",▁The,"▁""",1,1,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The process of removing a president from office is called ________.
 Answer: ",▁Im,▁The,▁Im,▁im,▁im,▁im,▁im,▁im,▁im,▁The,▁The,▁The,▁im,▁The,▁The,▁The,▁The,▁_,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ has the power to veto bills passed by Congress.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁President,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,"▁""",1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ serves as the commander-in-chief of the armed forces.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁President,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The Supreme Court consists of ________ justices.
 Answer: ",▁The,▁The,9,▁nine,▁The,▁The,▁The,▁The,▁The,▁The,▁Just,▁Just,▁Just,▁The,▁The,▁Supreme,▁The,▁Supreme,▁Supreme,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The first ten amendments to the Constitution are known as the ________.
 Answer: ",▁Bill,▁The,▁Bill,▁The,▁The,▁Bill,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ clause gives Congress the power to make all laws necessary and proper.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  ________ is the process by which citizens vote to select their leaders.
 Answer: ",▁E,▁_,▁_,▁E,▁E,▁_,▁_,▁Dem,▁Dem,▁Dem,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,1,1,"▁""","▁""",1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ appoints Supreme Court justices.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁President,▁President,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ confirms the president's appointments to the Supreme Court.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁Senate,▁Senate,▁Senate,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,"▁""",1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ was the primary author of the Declaration of Independence.
 Answer: ",▁Thomas,▁Thomas,▁Thomas,▁Thomas,▁Thomas,▁Thomas,▁Thomas,▁Thomas,▁Thomas,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ Amendment lowered the voting age to 18.
 Answer: ",2,2,2,2,2,2,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",▁The,"▁""",1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ oversees the U.S. foreign policy.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,"▁""",1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The legislative process begins with the introduction of a ________.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ is the official residence of the president.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ established the framework for the federal government.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁Constitution,▁Constitution,▁Constitution,▁Constitution,▁_,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ system divides power between national and state governments.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁Constitution,▁Constitution,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"Using Answer Using one word only :  The president is limited to ________ terms in office.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""","▁""","▁""",▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ is responsible for collecting taxes and managing the federal budget.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,1,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ resolves disputes between states.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
"Using Answer Using one word only :  The ________ appoints ambassadors to foreign countries.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁President,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁President,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,"▁""",1,1,1,1,▁The,▁The,1,1,1,1,1,1,2
