Res,layer_41,layer_40,layer_39,layer_38,layer_37,layer_36,layer_35,layer_34,layer_33,layer_32,layer_31,layer_30,layer_29,layer_28,layer_27,layer_26,layer_25,layer_24,layer_23,layer_22,layer_21,layer_20,layer_19,layer_18,layer_17,layer_16,layer_15,layer_14,layer_13,layer_12,layer_11,layer_10,layer_9,layer_8,layer_7,layer_6,layer_5,layer_4,layer_3,layer_2,layer_1
"Using Answer Using one word only :  The main character of ""Jude the Obscure"" is ________.
 Answer: ",▁J,▁J,▁J,▁J,▁The,▁protagon,▁protagon,▁protagon,▁protagon,Answer,▁protagon,Answer,▁protagon,Answer,Answer,Answer,Answer,Answer,▁protagon,▁Answer,▁answers,answer,▁correct,▁correct,▁correct,▁word,▁correctly,zin,rio,FM,hem,CCE,pas,▁NC,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ""North and South"" was written by ________.
 Answer: ",▁John,"▁""",▁Answer,▁Louis,▁Louis,▁Louis,▁Answer,▁Answer,▁Answer,▁Answer,▁Answer,▁Answer,▁Answer,▁Answer,▁Answer,▁Answer,▁Answer,▁answer,▁answer,▁answer,▁answer,answer,▁answer,▁correct,▁correct,vd,▁correctly,▁correct,rio,pas,hem,CCE,CCE,CCE,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The protagonist of ""Villette"" is ________.
 Answer: ",▁The,▁The,▁The,▁Miss,▁The,▁Charlotte,▁Charlotte,▁Charlotte,▁protagon,Answer,▁protagon,▁The,▁protagon,▁The,▁The,Answer,▁The,Answer,▁The,answer,answer,answer,▁correct,▁correct,▁correct,▁word,▁correctly,▁correct,rio,pas,hem,CCE,pas,▁NC,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ""Shirley"" was authored by ________.
 Answer: ","▁""","▁""",▁Robert,▁Robert,▁Sir,▁Sir,▁Answer,▁Answer,▁Answer,▁answer,▁Answer,▁Answer,▁answer,▁Answer,▁Answer,▁Answer,▁Answer,▁answer,▁answer,▁answer,▁answer,answer,▁correct,▁correct,▁correct,▁correct,▁correctly,▁correct,▁correct,pas,hem,CCE,CCE,CCE,▁incon,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The author of ""The Tenant of Wildfell Hall"" is ________.
 Answer: ",▁The,▁The,▁Anne,▁Anne,▁Charlotte,▁Charlotte,▁Charlotte,▁Charlotte,▁answering,Answer,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁The,▁answer,▁aute,▁correct,▁correct,▁correct,▁correct,▁correctly,zin,bt,pas,hem,CCE,pas,▁NC,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The character of Lady Macbeth appears in the play ________.
 Answer: ",▁The,▁The,▁Lady,▁Lady,▁Lady,▁Lady,▁evil,▁evil,▁evil,▁evil,▁evil,▁evil,▁evil,▁evil,▁conscience,▁conscience,<0x09>,<0x09>,<0x09>,<0x09>,▁answers,answer,<0x09>,▁correct,▁correct,▁word,▁correctly,zin,none,bt,hem,CCE,pas,▁NC,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ""Macbeth"" was written by ________.
 Answer: ","▁""","▁""",▁William,▁William,▁William,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁answer,▁answer,▁answer,▁answer,answer,▁correct,▁correct,▁correct,▁correct,▁correctly,▁correct,rio,pas,hem,CCE,CCE,CCE,▁incon,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  ""Othello"" is a play written by ________.
 Answer: ","▁""","▁""",▁William,▁William,▁William,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁Shakespeare,▁answer,▁answer,▁answer,▁answer,answer,▁correct,▁correct,▁correct,▁correctly,▁correctly,▁correctly,rio,pas,hem,CCE,CCE,CCE,▁incon,anto,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  ______ is the real name of Iron Man.
 Answer: ",▁_,▁_,▁_,▁Tony,▁Tony,▁Tony,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁'_,▁'_,▁'_,▁correct,▁correct,▁correctly,▁correctly,▁correctly,texte,̀,hem,CCE,CCE,▁NC,▁incon,▁Ble,issen,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the Norse God of Thunder.
 Answer: ",▁_,▁_,▁_,▁Thor,▁Thor,▁Thor,▁Thor,▁Thor,▁Thor,▁answers,▁Thor,▁_,▁_,▁Thor,▁_,▁answers,▁_,▁answer,▁answer,▁answer,▁answer,answer,▁_,▁correctly,▁correct,▁correctly,▁correctly,▁correctly,texte,pas,hem,CCE,▁Ich,▁NC,▁incon,▁Ble,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  The shield used by Captain America is made of ______.
 Answer: ",▁V,▁The,▁_,▁steel,▁steel,▁steel,▁steel,▁steel,▁steel,▁steel,▁steel,▁metal,▁metal,▁metal,▁metal,▁steel,▁steel,▁steel,▁steel,<0x09>,▁answers,▁',▁',▁',▁correct,▁correctly,▁correctly,▁correct,rio,pas,hem,CCE,pas,CCE,▁incon,▁Bedeut,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  The Black Panther is the king of ______.
 Answer: ",▁The,▁The,▁The,▁Africa,▁animals,▁Africa,▁kingdom,▁Africa,▁kingdom,▁kingdom,▁kingdom,▁kingdom,▁kingdom,▁kingdom,▁kingdom,▁kingdom,▁kingdom,▁kingdom,▁kingdom,<0x09>,<0x09>,▁kingdom,tain,▁correctly,▁correct,▁word,▁correctly,▁correctly,rio,▁correctly,hem,CCE,enas,▁NC,▁incon,▁Bedeut,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  The character ______ says, ""I am Groot.""
 Answer: ",▁The,▁The,▁G,▁Guard,▁Guard,▁Guard,▁Guard,▁Guard,▁groot,▁Guard,▁Guard,▁Guard,▁Guard,▁Guard,▁Guard,▁protagon,▁protagon,▁protagon,▁protagon,▁The,▁The,▁This,XT,▁Gast,▁word,▁word,xt,ellig,texte,pas,lej,CCE,pas,▁NC,▁incon,▁ble,▁virt,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the archer in the Avengers team.
 Answer: ",▁_,▁_,▁_,▁Haw,▁bow,▁Haw,▁_,▁Answer,▁Answer,▁Answer,▁Answer,▁_,▁Answer,▁Answer,▁_,▁Answer,▁Answer,▁Answer,▁Answer,▁answer,▁answer,▁'_,▁'_,▁correctly,▁correctly,▁correctly,▁Хронологија,​,texte,̀,hem,CCE,lej,▁NC,ethod,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the sorcerer who protects the Time Stone.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁correctly,̀,▁correctly,▁correctly,▁correctly,▁correctly,texte,arna,arna,CCE,lej,▁NC,▁incon,▁Ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the name of Spider-Man’s alter ego.
 Answer: ",▁Peter,▁_,▁_,▁Peter,▁Peter,▁Spider,▁Spider,▁Spider,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁answer,▁answer,▁_,▁_,▁correctly,▁correct,▁word,▁correctly,​,texte,̀,hem,CCE,▁bil,▁NC,▁incon,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The Infinity Gauntlet is used to wield the power of ______.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁infinite, ,▁infinity,▁infinity,▁energy,▁power,▁power,▁power,▁power,▁The,▁The,▁The,<0x09>,▁The,<0x09>,<0x09>,<0x09>,▁correct,▁correct,▁correct,vd,▁correctly,zin,rio,pas,hem,CCE,enas,▁NC,▁incon,▁Bedeut,arta,endo,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the AI assistant created by Tony Stark.
 Answer: ",▁J,▁_,▁_,▁J,▁_,▁Iron,▁_,▁Iron,▁_,▁answers,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,̀,▁correct,▁correctly,▁correctly,ront,bm,arna,hem,CCE,lej,▁NC,ethod,▁ble,▁virt,iva,hol,<s>,▁screens
"Using Answer Using one word only :  The character ______ becomes the Hulk when angry.
 Answer: ",▁The,▁The,▁The,▁Bruce,▁Bruce,▁Bruce,▁Bruce,▁Bruce,▁Bruce,▁Bruce,▁Bruce,▁anger,▁anger,▁anger,▁anger,▁anger,▁anger,▁anger,▁anger,▁anger,▁anger,ˈ,<0x09>,uteur,igne,▁word,xt,ellig,texte,FM,hem,CCE,lej,▁NC,▁incon,arta,issen,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The metal alloy bonded to Wolverine’s skeleton is ______.
 Answer: ",▁The,▁The,▁Adam,▁Adam,▁carbon,▁tit,▁tit,▁tit,▁tit,▁steel,▁metal,▁metal,▁metal,▁metal,▁metal,▁metal,▁metal,▁metal,▁metal,▁metal,▁answer,▁metal,▁',▁correct,▁correct,▁word,▁correctly,zin,rio,pas,hem,CCE,pas,▁NC,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the superhero identity of Natasha Romanoff.
 Answer: ",▁_,▁_,▁_,▁Black,▁_,▁_,▁_,▁Marvel,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,̀,▁correctly,▁word,▁correctly,▁correctly,bm,pas,hem,CCE,▁bil,▁NC,gresql,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the sister of T’Challa in Black Panther.
 Answer: ",▁Sh,▁_,▁_,▁Sh,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁answer,▁answer,▁_,▁_,▁correct,▁correct,▁correctly,▁Хронологија,​,texte,pas,hem,CCE,▁Ich,▁NC,ethod,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the name of Thor’s enchanted hammer.
 Answer: ",▁M,▁_,▁_,▁M,▁ham,▁ham,▁_,▁ham,▁ham,▁ham,▁ham,▁ham,▁ham,▁_,▁_,▁_,▁_,▁_,▁_,▁answer,▁_,▁_,▁_,▁correctly,▁correct,▁word,▁correctly,​,texte,̀,hem,CCE,▁bil,▁NC,▁incon,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the villain who snaps his fingers with the Infinity Gauntlet.
 Answer: ",▁Th,▁_,▁Th,▁Th,▁_,▁_,▁_,▁_,▁_,▁__,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁correctly,▁correctly,wod,▁Хронологија,▁correctly,arna,arna,arna,CCE,lej,▁NC,gresql,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the secret identity of Ant-Man.
 Answer: ",▁Scott,▁_,▁_,▁Scott,▁Scott,▁Scott,▁_,▁Scott,▁Marvel,▁Ant,▁Ant,▁Ant,▁Marvel,▁Marvel,▁_,▁Marvel,▁_,▁_,▁_,▁_,▁_,"▁""_","▁""_",̀,▁correct,▁correctly,ienie,​,bm,pas,hem,CCE,▁bil,CCE,▁incon,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the name of Doctor Strange’s magical cloak.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁',▁',▁correct,▁word,▁correctly,​,texte,̀,hem,CCE,▁bil,▁NC,gresql,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The Winter Soldier’s real name is ______.
 Answer: ",▁B,▁B,▁B,▁B,▁The,▁Sebastian,▁Sebastian,▁Sebastian,▁Captain,▁Sebastian,▁Winter,▁Winter,▁Captain,▁Captain,▁Marvel,▁Marvel,▁Marvel,▁name,▁name,▁The,▁answer,"▁""",▁',▁correct,▁correct,▁word,ellig,▁correct,none,pas,hem,CCE,pas,▁NC,▁incon,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  ______ is the primary adversary in ""Avengers: Age of Ultron.""
 Answer: ",▁_,▁_,▁_,▁Ul,▁robot,▁robot,▁robot,▁robot,▁robot,▁Answer,▁__,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁answer,▁answer,answer,answer,▁correctly,▁correct,wod,▁correctly,ront,arna,arna,arna,CCE,▁Хронологија,CCE,▁Хронологија,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the planet where Thanos was born.
 Answer: ",▁T,▁_,▁_,▁_,▁_,▁_,▁planet,▁planet,▁planet,▁planet,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁planet,▁planet,▁planet,▁planet,▁_,▁correctly,▁correct,wod,▁Хронологија,▁correctly,texte,pas,hem,CCE,▁bil,CCE,▁incon,▁Ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The Black Widow was trained in the ______.
 Answer: ",▁Red,▁The,▁Soviet,▁Soviet,▁Soviet,▁Soviet,▁Soviet,▁Soviet,▁Soviet,▁Soviet,▁Soviet,▁Soviet,▁Soviet,▁Soviet,▁Soviet,▁Soviet,▁assass,▁assass,▁trained,▁The,▁The,abb,▁',▁correctly,▁correct,▁word,▁correctly,▁correctly,rio,▁correctly,hem,CCE,pas,▁NC,▁incon,▁Bedeut,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the queen of Asgard in Marvel Comics.
 Answer: ",▁_,▁_,▁_,▁Od,▁_,▁_,▁_,▁Od,▁answers,▁answers,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁answer,▁answer,▁_,wod,▁correctly,▁correct,▁word,▁Хронологија,ront,texte,pas,arna,CCE,lej,CCE,ethod,▁Ble,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the superhero who has a suit powered by the Arc Reactor.
 Answer: ",▁Iron,▁_,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁Iron,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁correctly,▁correctly,▁correctly,▁Хронологија,ront,texte,arna,arna,CCE,▁bil,▁NC,▁incon,▁ble,arta,endo,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the alien race to which Gamora belongs.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁__,▁_,▁Answer,▁answering,▁Answer,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁answer,▁answer,▁_,▁_,▁correctly,▁correct,▁correctly,▁correctly,▁correctly,arna,arna,arna,CCE,iano,CCE,▁incon,▁ble,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the father of Star-Lord.
 Answer: ",▁E,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁father,▁answer,▁answer,▁_,▁father,▁correctly,▁correct,▁correctly,▁correctly,▁correctly,arna,arna,hem,CCE,lej,▁NC,▁incon,▁Ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The character ______ was frozen in ice during World War II.
 Answer: ",▁The,▁The,▁The,▁The,▁The,▁Captain,▁Fro,▁Fro,▁Fro,▁Fro,▁Fro,▁Fro,▁Fro,▁Fro,▁Fro,▁Fro,▁Fro,▁_,▁fro,▁The,▁The,″,<0x09>,zin,▁word,▁word,xt,ellig,texte,pas,lej,lej,lej,▁NC,▁incon,arta,▁virt,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  ______ is the real name of the Scarlet Witch.
 Answer: ",▁W,▁_,▁W,▁W,▁Elizabeth,▁Elizabeth,▁Ag,▁Ag,▁_,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁surname,▁name,▁name,▁name,▁'_,▁'_,▁'_,̀,▁correct,▁correctly,▁correctly,ront,texte,arna,hem,CCE,▁Ich,▁NC,▁incon,▁ble,▁virt,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the name of the talking raccoon in Guardians of the Galaxy.
 Answer: ",▁_,▁_,▁_,▁Ro,▁_,▁_,▁_,▁_,▁answers,▁answers,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁'_,▁correctly,▁correct,wod,▁Хронологија,ront,texte,arna,lej,CCE,▁Ich,▁NC,▁incon,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the character who becomes Giant-Man.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁Answer,▁answer,▁answer,answer,▁correctly,▁correctly,▁correct,▁correctly,▁correctly,▁correctly,arna,arna,arna,CCE,lej,CCE,▁incon,▁ble,issen,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the superhero who uses Vibranium in his suit.
 Answer: ",▁_,▁_,▁_,▁Iron,▁Captain,▁Iron,▁Iron,▁Marvel,▁_,▁Answer,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁answer,▁answer,▁_,▁_,▁correctly,▁correct,wod,▁Хронологија,▁correctly,texte,arna,arna,CCE,▁bil,▁NC,gresql,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the leader of the X-Men.
 Answer: ",▁_,▁_,▁_,▁Professor,▁Professor,▁Professor,▁_,▁Professor,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁leader,▁_,▁_,▁_,▁_,▁correctly,▁correctly,▁correctly,▁correctly,▁correctly,bm,arna,lej,CCE,lej,▁NC,ethod,▁ble,issen,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the superhero team led by Nick Fury.
 Answer: ",▁The,▁_,▁Aven,▁Aven,▁Aven,▁Aven,▁Aven,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Aven,▁Marvel,▁Aven,▁Marvel,▁_,▁_,▁_,▁_,▁answer,▁answer,▁_,▁_,̀,▁correctly,▁word,▁Хронологија,▁correctly,texte,arna,arna,CCE,lej,▁NC,ethod,▁Ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the Marvel superhero who can shrink to microscopic sizes.
 Answer: ",▁_,▁_,▁_,▁Ant,▁The,▁_,▁__,▁Marvel,▁__,▁Answer,▁_,▁_,▁_,▁_,▁_,▁answers,▁answers,▁answers,▁_,▁answer,▁answers,▁_,▁_,▁correctly,▁correctly,wod,▁Хронологија,▁correctly,texte,arna,arna,CCE,lej,▁NC,gresql,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the superhero who controls metal and is the nemesis of the X-Men.
 Answer: ",▁Mag,▁_,▁_,▁_,▁_,▁magnet,▁_,▁magnet,▁_,▁__,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁__,▁_,▁_,▁correctly,▁correctly,wod,▁Хронологија,ront,arna,arna,arna,CCE,lej,▁NC,gresql,▁Ble,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the home planet of the Kree race.
 Answer: ",▁H,▁_,▁_,▁_,▁_,▁_,▁_,▁Earth,▁Earth,▁Earth,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁correctly,▁correctly,▁correctly,▁correctly,▁correctly,arna,arna,lej,CCE,lej,▁NC,ethod,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the character who is known as ""The First Avenger.""
 Answer: ",▁Captain,▁_,▁_,▁Captain,▁Captain,▁Captain,▁Captain,▁Captain,▁Captain,▁Captain,▁Captain,▁Captain,▁Captain,▁_,▁_,▁_,▁_,▁_,▁_,▁answer,▁answer,tain,▁correctly,▁correctly,▁correct,▁correctly,ienie,ront,arna,arna,arna,CCE,enas,CCE,▁Хронологија,▁Bedeut,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the character who becomes the Vision.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁Answer,▁answer,answer,▁correctly,▁correctly,▁correctly,wod,▁correctly,▁correctly,arna,arna,arna,CCE,CCE,▁NC,gresql,▁ble,issen,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the real name of the Falcon.
 Answer: ",▁_,▁_,▁_,▁Fal,▁fal,▁fal,▁fal,▁fal,▁fal,▁fal,▁fal,▁fal,▁fal,▁fal,▁fal,▁fal,▁fal,▁_,▁fal,▁'_,▁'_,▁'_,▁'_,̀,▁correct,▁correctly,▁correctly,▁correctly,texte,arna,hem,CCE,▁bil,▁NC,▁incon,▁Ble,issen,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the place where Mjolnir was forged.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,̀,▁correctly,▁correctly,▁correctly,▁correctly,texte,arna,hem,CCE,lej,▁NC,▁incon,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the archenemy of Spider-Man known for his green costume.
 Answer: ",▁The,▁_,▁_,▁The,▁_,▁Spider,▁_,▁Spider,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁correctly,▁correct,wod,▁Хронологија,baum,texte,arna,arna,CCE,▁bil,▁NC,gresql,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the sorceress who manipulates chaos magic.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁correctly,▁correctly,▁correctly,▁correctly,▁correctly,bm,arna,hem,CCE,wi,▁NC,▁incon,▁ble,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the superhero team that battles Galactus.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁_,▁Marvel,▁Marvel,▁_,▁_,▁_,▁_,▁_,▁answer,▁answer,▁_,▁_,▁correctly,▁correctly,wod,▁Хронологија,▁correctly,texte,arna,ggi,CCE,lej,▁NC,gresql,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the alter ego of the character Daredevil.
 Answer: ",▁_,▁_,▁_,▁Matt,▁Matt,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,̀,▁clue,▁correctly,▁correct,wod,▁Хронологија,▁correctly,texte,arna,arna,CCE,▁Ich,▁NC,gresql,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the character known as the Merc with a Mouth.
 Answer: ",▁_,▁_,▁_,▁W,▁_,▁_,▁_,▁Marvel,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁answer,▁answer,▁__,▁correct,▁correctly,▁correctly,▁correctly,▁correctly,▁correctly,texte,arna,arna,CCE,▁bil,▁NC,ethod,▁ble,issen,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the scientist who becomes Ant-Man.
 Answer: ",▁_,▁_,▁_,▁Dr,▁Scott,▁Scott,▁scient,▁scient,▁scient,▁scient,▁scient,▁scient,▁scient,▁scient,▁_,▁_,▁_,▁_,▁_,▁Answer,▁answer,▁_,▁correctly,▁correctly,▁correct,wod,▁correctly,▁correctly,arna,arna,hem,CCE,lej,▁NC,▁incon,▁Ble,issen,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the stone located on Vormir in the MCU.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁stone,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁'_,▁'_,▁correctly,▁correct,▁word,▁Хронологија,ront,bm,arna,arna,CCE,lej,▁NC,ethod,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the headquarters of the Avengers.
 Answer: ",▁_,▁_,▁_,▁Aven,▁_,▁Aven,▁Marvel,▁Marvel,▁answer,▁answer,▁_,▁Aven,▁Aven,▁Aven,▁_,▁_,▁_,▁_,▁Answer,▁answer,▁answer,▁answer,▁_,▁correctly,▁correctly,wod,▁correctly,▁correctly,bm,̀,hem,CCE,lej,▁NC,gresql,▁Ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the superhero who can control weather.
 Answer: ",▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁Storm,▁meteor,▁answer,▁_,▁_,▁_,▁_,▁_,▁answer,▁_,▁_,▁_,▁answer,▁answer,▁_,▁_,▁correctly,▁correctly,wod,▁Хронологија,▁correctly,bm,arna,hem,CCE,CCE,CCE,ethod,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the organization led by Nick Fury.
 Answer: ",▁S,▁_,▁_,▁SH,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁Marvel,▁_,▁_,▁_,▁answer,▁answer,▁_,▁_,̀,▁correct,▁word,▁correctly,▁correctly,bm,arna,hem,CCE,lej,▁NC,ethod,▁Ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the father of Thor and Loki.
 Answer: ",▁Od,▁_,▁Od,▁Od,▁Od,▁Od,▁Od,▁Od,▁Od,▁Od,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁answer,▁answer,answer,▁Father,▁correctly,▁correct,wod,ienie,▁correctly,bm,arna,hem,CCE,lej,▁NC,▁incon,▁Ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  ______ is the sister of Loki.
 Answer: ",▁_,▁_,▁_,▁_,Hel,▁Hel,▁_,▁Thor,▁Answer,▁answers,▁Od,▁sister,▁sister,▁_,▁_,▁_,▁_,▁_,▁Answer,▁answer,▁answer,answer,▁'_,▁correctly,▁correctly,▁correctly,▁correctly,▁correctly,bm,arna,hem,CCE,lej,▁NC,▁incon,▁Ble,issen,▁`(,hol,<s>,▁screens
